scode,sname,sclx,enddate,forecastl,forecastt,increasel,increaset,forecastcontent,changereasondscrpt,forecasttype,yearearlier,ndate,hymc,zfpx,jlrpx,forecast,IsLatest
600866,星湖科技,上交所主板,2018-06-30T00:00:00,16500000,16500000,140.22,140.22,"预计2018年1-6月归属于上市公司股东的净利润盈利1,650万元左右","2018年上半年,公司围绕全年经营目标,强党建、严管理、促创新、抓市场,优化生产经营,提升管理水平,运营成本得到有效控制;注重提质增效,抓住市场回暖的契机,大力开拓市场和及时调整营销策略,提升了业绩水平,公司营业收入同比增长约59%,其中核苷类产品销售量和销售单价同比有一定的上升。同时,公司严抓生产管理确保生产稳定,加强成本控制和内部管理,通过技术改造和开展劳动竞赛等各项措施降低生产成本和各项费用,实现公司主营业务的扭亏为盈。",扭亏,-41023700.0,2018-07-31T00:00:00,食品饮料,140.22,16500000.0,increase,T
600355,精伦电子,上交所主板,2018-06-30T00:00:00,5344500,5344500,160.4,160.4,预计2018年1-6月归属于上市公司股东的净利润盈利534.45万元左右。,"1、本期全资子公司上海鲍麦克斯电子科技有限公司智能控制类产品销售收入较上年同期有较大幅度增加。2、集团公司成本费用控制良好,期间费用降低以及毛利率较上年同期有所上升。",扭亏,-8848700.0,2018-07-31T00:00:00,电子元件,160.4,5344500.0,increase,T
600321,*ST正源,上交所风险警示板,2018-06-30T00:00:00,9000000,10000000,260.88,278.75,"预计2018年1-6月归属于上市公司股东的净利润盈利:约为900万元-1,000万元。","(一)公司加大营销力度,公司板材、贸易、酒店业务的销售规模较去年同期增长,营业收入大幅增加;(二)公司通过加强生产管理,采购和生产成本得到有效控制,板材、贸易等业务毛利润提高;(三)公司上半年获得资源综合利用增值税退税款318万元,对半年度损益产生积极影响。",扭亏,-5594400.0,2018-07-31T00:00:00,水泥建材,269.815,9500000.0,increase,T
600756,浪潮软件,上交所主板,2018-06-30T00:00:00,26326300,26326300,85,85,"预计2018年1-6月归属于上市公司股东的净利润盈利2632.63万元左右,同比增加85%左右。","公司参股公司浪潮乐金数字移动通信有限公司营业利润与去年同期相比增加,导致公司的投资收益较去年大幅增加。",预增,14226300.0,2018-07-31T00:00:00,软件服务,85.0,26326300.0,increase,T
601058,赛轮金宇,上交所主板,2018-06-30T00:00:00,310000000,340000000,1513.1,1669.21,"预计2018年1-6月归属于上市公司股东的净利润盈利31,000万元-34,000万元,同比增长1,513.10%-1,669.21%。","(一)主营业务影响:一是上年同期主要原材料价格处于高位导致毛利水平较低,尤其是第一季度亏损较大影响上年同期整体经营业绩,而本期原材料价格基本处于稳定低位,不存在上述影响因素;二是公司积极进行国内外市场开拓和品牌推广,是公司盈利能力提升的重要保障。(二)上年比较基数较小。",预增,19217700.0,2018-07-31T00:00:00,汽车行业,1591.155,325000000.0,increase,T
601101,昊华能源,上交所主板,2018-06-30T00:00:00,600000000,660000000,25,37.5,"预计2018年1-6月归属于上市公司股东的净利润盈利:60,000万元-66,000万元,比上年同期增长25.0%至37.5%。","(一)业绩变化的主要原因2018年上半年业绩同比大幅提升,主要系煤炭价格同比大幅上升,煤炭运输及甲醇项目盈利增加以及内部管理持续提升等因素综合影响所致。(二)非经常性损益影响一是处置非流动资产影响-2,013.08万元;二是报告期京西退出奖补资金确认其他收益影响7,790.19万元,对应的京西退出费用支出5,656.59万元;三是报告期对外委托贷款收益194.93万元。",略增,480360000.0,2018-07-31T00:00:00,煤炭采选,31.25,630000000.0,increase,T
837189,九天利建,新三板,2018-06-30T00:00:00,10000000,11000000,261.39,297.53,"预计2018年1-6月归属于上市公司股东的净利润盈利:1,000.00万元-1,100.00万元,比上年同期增长261.39%-297.53%","报告期内,公司系统服务及装备业务经过前期的积累与铺垫,在本报告期内销售业绩增长较快,取得了良好的经营业绩,净利润较上年同期增长较大。",预增,2767100.0,2018-07-31T00:00:00,-,279.46,10500000.0,increase,T
601155,新城控股,上交所主板,2018-06-30T00:00:00,1939230000,2539230000,70,120,"预计2018年1-6月归属于上市公司股东的净利润盈利193,923万元-253,923万元,同比增长70%-120%。","公司主营业务为房地产开发与销售。本期净利润增长的主要原因是2018年上半年公司房地产项目结算金额有较大幅度的增长,同时投资性房地产的公允价值变动收益较2017年上半年有所增长。",预增,1139230000.0,2018-07-31T00:00:00,房地产,95.0,2239230000.0,increase,T
603993,洛阳钼业,上交所主板,2018-06-30T00:00:00,3100000000,3300000000,271.21,295.16,"预计2018年1-6月归属于上市公司股东的净利润盈利310,000万元-330,000万元,同比上年增长271.21%-295.16%","(1)2018年上半年公司主要金属产品钴、铜、钼和钨市场平均价格较上年同期有较大幅度涨幅;(2)公司于2017年7月份完成A股非公开发行股票,180亿募集资金到位后,利息支出较上年同期有所降低,利息收入及投资收益较上年同期增加;(3)公司独家锁定的刚果(金)铜钴矿24%少数股权项目于2017年4月20日完成交割后纳入合并报表范围,与上年同期相比公司享有24%少数股权收益的时间增加。",预增,835138700.0,2018-07-31T00:00:00,有色金属,283.185,3200000000.0,increase,T
600462,九有股份,上交所主板,2018-06-30T00:00:00,-4980000,-4980000,-395.23,-395.23,预计2018年1-6月归属于上市公司股东的净利润亏损498万元左右,"1、报告期内,控股子公司深圳博立信科技有限公司为了稳定销售市场,保证和稳固大客户,开拓新客户,产品出货量及营业收入稳步增长。但因报告期内手机行业整体经营下滑和人民币贬值等原因,导致手机摄像头芯片等原材料价格上涨、人工成本增加、售价下降,使整体销售毛利率下降。深圳博立信科技有限公司报告期内主营业务亏损。2、报告期内,控股子公司深圳润泰供应链管理有限公司业务量加大,导致人工成本增加;资金回笼较慢,部分应收账款提取减值准备较多;另外受宏观经济环境及汇率利率波动等因素影响,导致报告期内公允价值变动收益与投资收益损失较大。上述因素对深圳润泰供应链管理有限公司报告期内利润影响较大。",首亏,1686800.0,2018-07-28T00:00:00,电子元件,-395.23,-4980000.0,reduction,T
600271,航天信息,上交所主板,2018-06-30T00:00:00,341170000,381170000,-41,-34,"预计2018年1-6月归属于上市公司股东的净利润盈利34,117万元-38,117万元,同比减少约34%-41%。","截至2018年6月30日,公司持有中油资本175,763,182股,投资成本19亿元。根据公司投资中油资本时的董事会决议,公司将该限制性股票纳入市值管理,并对其进行业绩评价,故公司按照会计准则,根据管理金融资产的业务模式,将中油资本限售股股票指定为以公允价值计量且变动计入损益的金融资产。本报告期内,经测算利润表初步确认中油资本公允价值变动的收益约为-40,088万元,将影响公司2018年半年度归属于上市公司股东的净利润约为-34,075万元。除上述非经常性损益外,公司未发现影响经营业绩的其他重大事项,公司主营业务的各项经营活动一切正常。",略减,581177400.0,2018-07-28T00:00:00,软件服务,-37.5,361170000.0,reduction,T
600362,江西铜业,上交所主板,2018-06-30T00:00:00,1244000000,1492000000,50,80,"预计2018年1-6月归属于上市公司股东的净利润盈利:124,400万元-149,200万元,同比增加50%-80%。","2018年1-6月,公司主要金属产品价格同比上涨,推动业绩增长。",预增,829000000.0,2018-07-28T00:00:00,有色金属,65.0,1368000000.0,increase,T
600898,国美通讯,上交所主板,2018-06-30T00:00:00,-50000000,-50000000,-253.19,-253.19,"预计2018年1-6月归属于上市公司股东的净利润亏损5,000万元左右。","1、自有品牌手机业务发生亏损。因战略转型,公司于2017年开展自有品牌手机的研发、生产及销售业务,目前尚处于市场开拓期。为大力推广自有品牌手机,提高市场占有率,一方面公司自有品牌手机销量较低,采取渗透定价策略,本期毛利较低;另一方面相应投入的广宣费用较同期增加,同时公司为拓展手机销售渠道,在各地陆续设立手机销售办事处,销售费用亦增加。上述因素导致公司本期自有品牌手机业务产生亏损,对公司整体业绩产生一定的影响。2、公司为支付购买浙江德景电子科技有限公司股权价款向大股东借款5亿元,年利率为6%,利息支出等财务费用较大。",增亏,-14156700.0,2018-07-28T00:00:00,通讯行业,-253.19,-50000000.0,reduction,T
600830,香溢融通,上交所主板,2018-06-30T00:00:00,5218100,10218100,-85,-65,"预计2018年1-6月归属于上市公司股东的净利润盈利:521.81万元-1,021.81万元,同比减少65%-85%。","(一)主营业务影响。公司涉及诉讼的宁波杭州湾新区炭基新材料有限公司、奥特斯维能源(太仓)有限公司项目,本报告期计提资产减值准备约4,500万元;本期计提微联合贷款担保业务担保准备金约1,800万元。(二)非经营性损益对本次业绩预减无重大影响。",预减,30218100.0,2018-07-28T00:00:00,多元金融,-75.0,7718100.0,reduction,T
603609,禾丰牧业,上交所主板,2018-06-30T00:00:00,164390200,164390200,52.07,52.07,"预计2018年1-6月归属于上市公司股东的净利润盈利:16439.02万元左右,同比增长52.07%左右。","主营业务影响:报告期内,白羽肉鸡市场行情较好,公司肉禽养殖业务业绩显著提升,肉禽产业化板块布局、结构更为合理,运营能力和综合盈利能力进一步增强;饲料销量稳中有升,产品结构优化调整,期间费用率同比下降,业绩进一步改善。",预增,108100200.0,2018-07-28T00:00:00,农牧饲渔,52.07,164390200.0,increase,T
601628,中国人寿,上交所主板,2018-06-30T00:00:00,15303000000,16527000000,25,35,"预计2018年1-6月归属于上市公司股东的净利润盈利1,530,300万元-1,652,700万元,同比增加约25%到35%","本公司2018年中期业绩增加主要受本公司传统险准备金折现率假设更新及权益市场震荡下行的共同影响。本公司以资产负债表日可获取的当前信息为基础确定保险合同准备金的相关假设。对于传统险,本公司以中国债券信息网上公布的“保险合同准备金计量基准收益率曲线”为基础确定折现率假设。2017年上半年传统险准备金折现率假设的更新增加了保险合同准备金,而2018年上半年该项假设的更新减少了保险合同准备金。",略增,12242000000.0,2018-07-28T00:00:00,保险,30.0,15915000000.0,increase,T
